,name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId,Price,Release_date,Review_no,Review_type,Tags,Description
7274,,,,,,,,,,,,2.99,2015-10-15,84.0,Very Positive,"Action,Adventure,Indie,Casual,Soundtrack",The single greatest Broforce soundtrack of all time.
7275,,,,,,,,,,,,10.19,2018-02-14,306.0,Mixed,"Action,Indie,Hacking,Stealth,Local Co-Op,Online Co-Op,Adventure,Co-op,Multiplayer,Split Screen,Co-op Campaign,Character Customization,Local Multiplayer,Funny,Team-Based,Colorful,Arcade,Asynchronous Multiplayer",Hacktag is a fast-paced two-player co-op stealth-game with unique asymmetric gameplay. Play as the stealth Agent in the field or as the virtually-infiltrated Hacker and work together to carry out espionage missions where nothing goes as expected!
7276,,,,,,,,,,,,9.99,2017-09-12,55.0,Mixed,"Casual,Simulation,Strategy,Action,Indie,Trivia,Text-Based,Family Friendly,Singleplayer,Choices Matter,Relaxing,Puzzle,2D,Superhero,Point & Click,Story Rich,Comic Book","Welcome to the Trivia Vault contestant!  Play as a contestant in a gameshow called Trivia Vault: Super Heroes Trivia 2 and bring your thinking hat.  Answer all new super heroes category trivia questions as quickly as you can, the faster you answer the higher the cash value."
7277,,,,,,,,,,,,28.99,2018-10-18,21.0,Mixed,"Action,Adventure,RPG,Indie,Gore,Violent","The spread of Warp-tainted drugs has been reported amongst the populace, with potentially grave consequences for the stability of the affected region. The threat level is still debatable, but the Imperium cannot take risks on matters like this."
7278,,,,,,,,,,,,0.0,2024-07-22,160.0,Very Positive,"Casual,Turn-Based Strategy,Cartoony,Turn-Based Combat,Action,CRPG,Card Battler,2D Platformer,Clicker,PvP,Action RPG,MMORPG,RPG,Story Rich,Colorful,Fantasy,Adventure,Cartoon,Co-op,Online Co-Op",百变装扮，互动交友，血战同盟，尽在玉剑倾城!
7279,,,,,,,,,,,,1.29,2022-08-18,432.0,Very Positive,"Action,Adventure,Platformer,Exploration,Metroidvania,2D Platformer,2D,Pixel Graphics,Demons,Swordplay,Fantasy,Dark Fantasy,Medieval,Retro,Combat,Controller,Indie,Nonlinear,Singleplayer",Defeat the mage Kalinur and bring peace back to the kingdom in this mini metroidvania with a lot of action.
7280,,,,,,,,,,,,5.49,2022-12-01,137.0,Mixed,"Puzzle,Horror,Action,Stealth,Exploration,Atmospheric,Survival Horror,Psychological Horror,First-Person,Indie,Singleplayer,Gore,Adventure,Story Rich,Demons,Mystery,Detective,Investigation,Dark,Narration","Be careful and don't panic, someone will try to catch you and take you to hell..."
7281,,,,,,,,,,,,4.99,2021-09-10,17.0,Mixed,"Action,Adventure,RPG",An item pack loaded with items for powering up your party.
7282,,,,,,,,,,,,5.49,2021-03-19,17.0,Positive,"Bullet Hell,Action,Shoot 'Em Up,Shooter,Arcade,2D,Top-Down,Multiple Endings,Pixel Graphics,Dystopian ,Indie,Sci-fi,Score Attack,Singleplayer,War","Engage in an action packed shoot em' up adventure! Choose from 4 powerful fighters and fight through 5 intense stages! Multiple tough and challenging bosses stand in your way, so use the insanity system BLANK STAND to erase them all!"
7283,,,,,,,,,,,,5.49,2014-10-30,74.0,Very Positive,"Free to Play,Action,Indie,Zombies,Music,Soundtrack","""No More Room in Hell - Original Soundtrack Volume 1"" by Garrett ""ThoughT"" Lindquist presents over 45 minutes of music from the Source mod ""No More Room in Hell.""  Each track has been remastered for this release by Andrew Glassford. This Steam release comes with both MP3 320 and FLAC for the audiophiles out there."
7284,,,,,,,,,,,,2.99,2023-04-24,21.0,Positive,"Shoot 'Em Up,Action,Story Rich,Arcade,Shooter,Top-Down,Sci-fi,Singleplayer,Pixel Graphics","Verisim Skies is a Vertical Shoot 'Em Up with an emphasis on story and cinematic action. Go forth, Champion. Find your purpose. Fulfill your destiny. Accept your fate."
7285,,,,,,,,,,,,4.99,2016-04-14,563.0,Very Positive,"Psychological Horror,Simulation,Memes,Surreal,Action,Illuminati,Anime,Great Soundtrack,Sexual Content,Nudity,Cold War,Story Rich,Walking Simulator,Singleplayer,First-Person,Dating Sim,Survival Horror,Funny,Female Protagonist,Horror",The world's most advanced soda drinking simulator.
7286,,,,,,,,,,,,0.45,2021-11-04,168.0,Mostly Positive,"Action,Indie,Gore,Nudity,Violent,Sexual Content,Shooter,Memes,FPS,3D,Anime,First-Person,Colorful,Atmospheric,Singleplayer,PvE,Alternate History,Horror",The worker from the factory thought like everyone else that 2007 will not be returned!Until he accidentally stumbled upon magic mushrooms on his way home.
7287,,,,,,,,,,,,28.99,2018-09-27,31.0,Mixed,"RPG,Indie,Action,Adventure","Inexplicable violence has broken out amongst Imperial subjects, who began to act like possessed madmen. Is this a Chaos ploy? A Xenos interference? Or perhaps a Warp phenomenon? Either way, this is a matter for the Inquisition."
7288,,,,,,,,,,,,1.29,2021-11-12,68.0,Very Positive,"Action,Indie",Bright Memory: Infinite Youthful Days DLC
7289,,,,,,,,,,,,0.9,2019-02-01,571.0,Mixed,"Casual,Indie,Action,Massively Multiplayer,Multiplayer,Stealth,Co-op,RPG,Online Co-Op,Funny,Team-Based,Early Access,Pixel Graphics,Atmospheric,Strategy,Fast-Paced,Family Friendly,Beautiful,Cartoony,Fantasy","It is a very funny, fast and easy game which can be played by adults as well as children. This game has two teams that try to prevent each other from winning."
7290,,,,,,,,,,,,2.99,2024-03-29,11.0,Mostly Positive,"Multiplayer,Funny,Casual,Action,Indie,Hidden Object,Online Co-Op,Stealth,Co-op,Atmospheric,Survival,Family Friendly,Early Access,PvP,Team-Based,Singleplayer,Adventure,Action RPG,Controller,Open World","This is a very fun, fast, and simple game that can be played by both adults and children. In this game, there are two teams, one of which hides, while the other seeks."
7291,,,,,,,,,,,,2.49,2024-07-09,10.0,Positive,"Software,Action-Adventure,Battle Royale,Action,Shooter,FPS,Utilities,Design & Illustration,Animation & Modeling,First-Person,Early Access,Singleplayer","Enhance your gaming precision with EZ-Crosshair, a user-friendly app providing customizable crosshair overlays for a personalized and immersive gaming experience."
7292,,,,,,,,,,,,0.0,2023-10-23,159.0,Very Positive,"Action,RPG,Bullet Hell,Action Roguelike,Twin Stick Shooter,2D,Pixel Graphics,Top-Down,Fantasy,Survival,Early Access,Free to Play,Combat,Perma Death,Singleplayer,Dark Fantasy,Demons,Magic,Controller,Hack and Slash",Survive hordes of blood hungry enemies and hope for the best upgrades while you level up! Power Fantasy is a fresh rogue-surviors-like with unique heroes and tons of customization.
7293,,,,,,,,,,,,9.99,2015-01-08,228.0,Mostly Positive,"Action,Flight,Simulation,Indie,Arcade,World War II,Multiplayer","THIS IS THE ULTIMATE WWII AIR COMBAT GAME! You’ll participate in visceral dogfights, protect

cities and fleets, bomb enemy structures and even fly through tunnels. Everything is set up in accurately

recreated real life locations like Pearl Harbor, Coast of Dover, Midway, Germany and France."
7294,,,,,,,,,,,,9.99,2018-06-02,51.0,Mixed,"Casual,Simulation,Strategy,Action,Trivia,Indie,Time Management,Word Game,Text-Based,Relaxing,Puzzle,Story Rich,2D,Singleplayer,Replay Value,Family Friendly,Logic,Choices Matter,Point & Click","Welcome to the Trivia Vault contestant! Play as a contestant in a gameshow called Trivia Vault Literature Trivia and bring your thinking hat. Answer Literature trivia questions as quickly as you can, the faster you answer the higher the cash value"
7295,,,,,,,,,,,,2.99,2017-04-07,127.0,Mostly Positive,"Action,Adventure,Violent,Gore,Nudity","Play through the entire Bulletstorm: Full Clip Edition campaign as Duke Nukem, featuring a fully rerecorded script and brand-new lines from the original voice of Duke!



BULLETSTORM: FULL CLIP EDITION GAME REQUIRED TO USE THIS CONTENT, SOLD SEPARATELY."
7296,,,,,,,,,,,,0.99,2020-07-09,33.0,Positive,Action,Pendants are special items that you can attach to your weapons. Customize your favorite weapon and show off to your friends with this Zinogre-inspired brightly glowing mass of Fulgurbugs!
7297,,,,,,,,,,,,8.19,2024-08-19,24.0,Positive,"VR,Music,Rhythm,3D,Multiplayer,Action,Sports,Character Customization,Immersive Sim,3D Platformer,Realistic,First-Person,Futuristic,Funny,6DOF,Music-Based Procedural Generation,Team-Based,PvP,Co-op,Singleplayer","This is Dance Eden, a VR game where you can dance solo or with others! You can dance in real-time with other players, fully enjoying the joy of music and dance."
7298,,,,,,,,,,,,5.49,2017-01-14,62.0,Very Positive,"Action,Indie,RPG,Strategy,Hack and Slash,Loot,Difficult",Fight through waves of unique enemies and evolving levels. Altering your character throughout battles in the arena by grabbing upgrades and pickups that change the way you fight.
7299,,,,,,,,,,,,0.69,2019-07-24,29.0,Mixed,"RPG,Action RPG,Pixel Graphics,Hack and Slash,Action Roguelike,Indie,Action,Adventure,Multiplayer,Co-op,2D,Local Co-Op,Roguelite,Top-Down,Bullet Hell,Roguelike,Fantasy,Controller,Difficult,Singleplayer",The Shield Lancer class
7300,,,,,,,,,,,,3.59,2022-04-18,109.0,Mixed,"Action,Indie",Elevate your RWR experience up a notch and become the true veteran among others with this brand new Veteran Pack
7301,,,,,,,,,,,,2.03,2021-06-24,21.0,Positive,"Action,Adventure,RPG,Indie","This DLC is an optional playable character pack for Touhou Blooming Chaos, including Yukari Yakumo,Eirin Yagokoro,Yasaka Kanako,Junko and Kazami Yuka. Once purchased, you may use them and all their color palettes in game immediately. Hope you enjoy."
7302,,,,,,,,,,,,6.49,2023-08-10,172.0,Very Positive,"Cinematic,Exploration,Story Rich,Sci-fi,Space,Atmospheric,3D Platformer,Action,Adventure,Walking Simulator,Third Person,Aliens,Puzzle Platformer,Post-apocalyptic,3D,First-Person,Dark,Alternate History,Realistic,Cold War","During an expedition to the Moon, two astronauts find themselves in a familiar town back on Earth. They soon discover the town is the beginning of a strange and mysterious journey..."
7303,,,,,,,,,,,,1.89,2022-01-18,14.0,Positive,"Action,Adventure,Indie,Violent","TOXIC LIZARD skin pack.

There are 5 skins available for the following weapons:

AWM

M4

Remington 700

Remington 850

Glock"
7304,,,,,,,,,,,,2.19,2021-06-24,53.0,Mixed,"Action,RPG",The Mercenary is a special class loadout playable from start through this DLC only.
7305,,,,,,,,,,,,28.99,2018-12-04,19.0,Mixed,"Action,Adventure,RPG,Indie,Gore,Violent","Another wave of seditionist idea has infected an Imperial world. Fortunately, the agents of the Holy Ordos have discovered the trouble before it could spread too far. There is still time to weed out the ringleaders."
7306,,,,,,,,,,,,7.49,2023-01-12,357.0,Very Positive,"Retro,Hack and Slash,Platformer,Pixel Graphics,Action,Post-apocalyptic,2D,Arcade,2D Platformer,Metroidvania,Shooter,Side Scroller,Character Customization,Hero Shooter,Artificial Intelligence,Destruction,Mechs,Robots,Sci-fi,Combat","Vengeful Guardian: Moonrider is a side-scrolling action platformer that channels the golden age of classic 16-bit action games in a full-throttle quest for revenge.



Created to defend a totalitarian state, the Moonrider rejects its programming and now seeks vengeance on its creators."
7307,,,,,,,,,,,,1.89,2024-06-19,15.0,Positive,"Boss Rush,Action,Souls-like,Difficult,Indie,Arcade,Action RPG,RPG,2D,Bullet Hell,Fantasy,Combat,Singleplayer,Retro","A ""souls-lite"" inspired by early 2000s' Flash games. Defeat bosses & harvest trinkets. Feed it shards & get fed upgrades. For it is your Master. Rise and follow the path, Soul of the Great Hero."
7308,,,,,,,,,,,,3.99,2024-08-09,20.0,Positive,"Horror,Psychological Horror,Psychological,Hidden Object,Adventure,Exploration,Action,Walking Simulator,Thriller,First-Person,Action-Adventure,Realistic,3D,Cinematic,America,Survival Horror,Dark,Dystopian ,Mystery,Demons","""I'm here to stay. But if I don't assert my presence, no one will notice me."" 

PhobLack is a horror adventure game in which you explore a haunted ruin. In a dark and enclosed mansion, restore the ability to communicate with the outside world in order to call for rescue."
7309,,,,,,,,,,,,2.67,2020-01-16,112.0,Mixed,"Action,RPG,Gore,Violent","Expand your Surge 2 experience with the Kraken expansion and discover a brand-new storyline! 



Welcome to the VBS Krakow, a massive decommissioned aircraft carrier retrofitted as a retreat for the rich and famous. Fight your way through a retro-themed suburban environment battling pirates and security systems aboard a desolate military vessel and find the truth behind the VBS Krakow!"
7310,,,,,,,,,,,,2.99,2019-06-26,57.0,Very Positive,"Action,Simulation",The 2nd add-on included in the season pass for ACE COMBAT™7: SKIES UNKNOWN.
7311,,,,,,,,,,,,2.99,2008-03-12,493.0,Very Positive,"RTS,Strategy,Military,Action,War,Multiplayer,3D,Political,Destruction,Top-Down,Real-Time,Politics,Singleplayer",
7312,,,,,,,,,,,,2.99,2022-04-29,138.0,Very Positive,"Action Roguelike,Rhythm,Roguelike,Music,Bullet Hell,Action,Arcade,Music-Based Procedural Generation,Minimalist,Difficult,Hack and Slash,Twin Stick Shooter,Colorful,Pixel Graphics,Top-Down,Roguelite,Perma Death,2D,Indie,Combat","Temp Zero is a minimalist roguelike which mixes intense action and musical bullet hell. Fight enemies which attack to the beat, choose perks, defeat the final boss, unlock new weapons, spells & soundtracks!"
7313,,,,,,,,,,,,4.99,2011-10-25,526.0,Very Positive,"Action,Indie,Co-op,Zombies,Multiplayer,Shooter,Online Co-Op,Singleplayer,3D,Combat,Third-Person Shooter,FPS,Hack and Slash,Third Person,Horror,Survival,Survival Horror,Controller,Demons,Blood","Winner of 2010′s Make Something Unreal contest, The Haunted: Hells Reach is a fast-paced horror game where your goal is to liberate cursed places and survive the assault of Hell."
7314,,,,,,,,,,,,4.5,2016-09-02,46.0,Positive,"Early Access,Action,Indie,Puzzle,Stealth,Top-Down","Welcome to the Seeker! Run, hide and hack in this indie top-down game that gives a whole new meaning to the word ""random!"" Explore a virtually infinite number of levels as you avoid dangerous turrets, enemies and alarms. Find the exit to destroy the AI and avenge all of humanity!"
7315,,,,,,,,,,,,4.04,2015-07-24,1041.0,Very Positive,"RTS,Atmospheric,Idler,Puzzle,Sandbox,Strategy,Cute,2D,Underwater,Top-Down,Real Time Tactics,Relaxing,Casual,Action,Realistic,Colorful,Space,Tactical,Family Friendly,Logic","Microcosmum: survival of cells.

Join the wonderful and amazing world of microorganisms."
7316,,,,,,,,,,,,5.99,2014-07-01,154.0,Very Positive,"Anime,Bullet Hell,Action,Shoot 'Em Up,Female Protagonist,Indie,Great Soundtrack,Shooter,Difficult,Singleplayer,Cute,2D","Experience the rush of battle with the fan acclaimed Bullet-Hell shooter ""SUGURI"". You're equipped with an automatic lock-on targeting system and a unique arsenal of hyper weapons, power shields, and more. Sure, she may look cute, but when it's time to fight, it's all business."
7317,,,,,,,,,,,,2.99,2019-11-30,335.0,Mixed,"Strategy,Simulation,Action,Indie,Sandbox,Zombies,Singleplayer,Post-apocalyptic,Tactical,Funny","Face massive zombie swarms in this funny post-apocalyptic tactical sandbox! Do you know what it's like to be surrounded by 100,000 zombies? Well, you're about to find out!"
7318,,,,,,,,,,,,1.29,2022-04-14,10.0,Positive,"Action,Indie,Casual,Music,Rhythm","Underground takes you to the world of Lindsey’s 2019 album, “Artemis” which tells the story of a goddess who brings light to the darkness.  This track contrasts intense moments of fighting against our constraints with the freedoms which can be found through music and dance."
7319,,,,,,,,,,,,9.99,2018-03-29,50.0,Mixed,"Casual,Strategy,Action,Trivia,Indie,Simulation,Relaxing,Singleplayer,Replay Value,Family Friendly,Logic,Choices Matter,1990's,Golf,1980s,Time Management,Mini Golf,Word Game,Text-Based,2D","Welcome to the Trivia Vault contestant! Play as a contestant in a gameshow called Trivia Vault Golf Trivia and bring your thinking hat. Answer golf trivia questions as quickly as you can, the faster you answer the higher the cash value"
7320,,,,,,,,,,,,2.49,2021-04-30,55.0,Very Positive,"Action,Indie,Casual,Horror,Multiplayer","The UK Creator Pack is a brand new DLC for Monsters & Mortals that adds 3 new Mortal characters based on popular UK Content Creators. The Pack unlocks 8-BitRyan, Dawko, and SuperHorrorBro and their alternate skins."
7321,,,,,,,,,,,,1.29,2023-12-14,26.0,Positive,"Survival Horror,Adventure,Action,2D,Horror,2D Platformer,Singleplayer,1990's,Platformer,Side Scroller,Indie,Gore,Violent,Stylized,Physics,Perma Death,Female Protagonist","LOCKED in a deadly cat-and-mouse with a relentless serial killer, you must outsmart, escape, and survive in this intense 2D horror experience. Solve chilling puzzles, and stay one step ahead of a relentless pursuer. Inspired by PS1-PS2 classics and iconic horror films."
7322,,,,,,,,,,,,8.19,2022-12-02,109.0,Mixed,"Strategy,Turn-Based Tactics,Action,Early Access,Character Customization,Strategy RPG,RPG,Realistic,Indie,Turn-Based Combat,Violent,Turn-Based,Tactical,Turn-Based Strategy,Military,Stealth,Isometric,War,Difficult,Singleplayer","End State is a turn-based tactics game where you manage a mercenary company tracking down a terrorists in a war-torn country. Hire, gear up and gain experience for your mercenaries. Take on rebels and criminal gangs, do side contracts and explore Brekovia."
7323,,,,,,,,,,,,9.99,2015-05-08,125.0,Very Positive,"Adventure,Sci-fi,Point & Click,Simulation,Action,Classic,Space,Singleplayer","Beam aboard the USS Enterprise to join Captain Kirk and his intrepid crew in this classic adventure game.  Eight original missions, each styled as episodes of an imagined fourth season of Star Trek: the Original Series, featuring the voice talents of the original actors!"
7324,,,,,,,,,,,,0.45,2018-04-04,20.0,Mixed,"Action,Indie,Crime,FPS,War",Find the rival gang leader and find the Nazi Golds hidden from the past. You can progress faster with weapons hidden around and destroy rival gang members. The story will continue with free DLC.
7325,,,,,,,,,,,,3.99,2017-08-02,91.0,Mixed,"Action,Indie,Multiplayer,2D,Platformer,Mining,Side Scroller,Pixel Graphics,Zombies,Team-Based,Great Soundtrack,Co-op,Casual,Online Co-Op,Funny,Competitive","Miner Meltdown is an action-packed team-based multiplayer game. Scour the map for minerals, upgrade your gear, and attempt to blow up the opposing team all the while avoiding monsters, traps, and environmental pitfalls along the way. Maps are randomly generated and 100% destructible, so every match is a fully unique, fast-paced, and chaotic affair."
7326,,,,,,,,,,,,8.19,2024-02-23,98.0,Very Positive,"Adventure,Cute,Platformer,Exploration,Collectathon,Singleplayer,Family Friendly,Action,Colorful,Casual,Funny,Puzzle,Puzzle Platformer,Action-Adventure,Atmospheric,Controller,Cartoony,Retro,Metroidvania,2D Platformer","Go on an adventure in a world packed with secrets helped by your friend, a poulp with many abilities. Explore, solve puzzles, wander across dungeons, blast through races and much more in this cute game inspired by the best 3D platformers"
7327,,,,,,,,,,,,9.99,2018-05-25,55.0,Mixed,"Casual,Simulation,Action,Trivia,Word Game,Indie,Relaxing,Family Friendly,Logic,2D,Singleplayer,Replay Value,Text-Based,Time Management,1980s,Choices Matter,Point & Click,Strategy,Story Rich","Welcome to the Trivia Vault contestant! Play as a contestant in a gameshow called Trivia Vault Fashion Trivia and bring your thinking hat. Answer fashion trivia questions as quickly as you can, the faster you answer the higher the cash value"
7328,,,,,,,,,,,,1.03,2022-06-16,16.0,Positive,"Precision Platformer,Action,Cute,Pixel Graphics,Action-Adventure,Clicker,Platformer,Side Scroller,2D Platformer,2D,Indie,Atmospheric,Retro,Adventure,Old School,Linear,Singleplayer","Eat Colors is a precision platform game, where instead of running and jumping you throw yourself from surface to surface using just the mouse and a fluffy slime that sticks anywhere."
7329,,,,,,,,,,,,8.49,2024-06-18,32.0,Mixed,"Strategy,Turn-Based Strategy,RPG,Turn-Based Tactics,Tactical,Turn-Based,Post-apocalyptic,Singleplayer,Turn-Based Combat,Sci-fi,Tactical RPG,Strategy RPG,Aliens,Loot,Action,Futuristic,Character Customization,Isometric,Survival,America","A tactical, turn-based strategy game in a post-apocalyptic world of eternal winter. As the titular False Prophet, recruit and lead a group of survivors to a promised land. Loot, craft, and make the best of what you find."
7330,,,,,,,,,,,,0.45,2022-07-07,44.0,Positive,"Action,Casual,Psychedelic,Arcade,Action-Adventure,Puzzle,Walking Simulator,2D,Stylized,Pixel Graphics,Roguelike,Action Roguelike,Minimalist,Abstract,Procedural Generation,Perma Death,Singleplayer,Indie",TTV4 is the latest volume of the retro hardcore maze wanderer minigame series Trip to Vinelands.
7331,,,,,,,,,,,,5.49,2022-03-29,160.0,Very Positive,"Destruction,Casual,Physics,Simulation,Singleplayer,Puzzle,2D,Old School,Action,Strategy",Crush the Castle Legacy Collection is the triumphant return of the classic Armor Games physics destruction game! Let destruction reign by loading up your trusty trebuchet and showing the enemy castle who’s boss.
7332,,,,,,,,,,,,1.49,2020-03-12,13.0,Positive,Action,This content adds a new hairstyle for your character in Monster Hunter World: Iceborne. Change up your hairstyle for a fashionable change of pace!
7333,,,,,,,,,,,,9.99,2017-08-18,77.0,Mixed,"Casual,Strategy,Action,Simulation,Indie,Trivia,Text-Based,Relaxing,Puzzle,1990's,1980s,2D,Retro,Singleplayer,Replay Value,Family Friendly,Choices Matter,Music,Story Rich","Play as a contestant in a gameshow called Trivia Vault Classic Rock Trivia.  Answer classic rock trivia questions as quickly as you can, the faster you answer the higher the cash value.  Correct answers lock in the digit code for the vault, 10 correct answers cracks the vault and awards bonus cash."
7334,,,,,,,,,,,,5.49,2023-06-06,12.0,Positive,"Action-Adventure,Horror,Action,Isometric,Vampire,Exploration,Adventure,1990's,Narration,Nonlinear,Story Rich,Pixel Graphics,Retro,Atmospheric,Mystery,Singleplayer","Plunge into a chilling maze of terror where vampires, werewolves and zombies prowl the dead of night. Confront Kairn, whose lethal powers flow from the blood of his murdered family. Will you emerge as the final victor? Or become his final victim? Your fate will be sealed within the Veil of Darkness."
7335,,,,,,,,,,,,7.49,2021-05-12,172.0,Very Positive,"Singleplayer,Action,Indie,Colorful,Emotional,Fantasy,Puzzle,Adventure,RPG,Exploration,Action-Adventure,Puzzle Platformer,Metroidvania,Story Rich,2D,Hand-drawn,Dark,Robots,Platformer,Post-apocalyptic",Retro Machina is a single-player action and exploration game set in a retro-futuristic universe. Experience the journey of a little robot as it solves intricate puzzles and begins unraveling the mysteries of a world long forgotten.
7336,,,,,,,,,,,,4.99,2022-02-05,234.0,Mostly Positive,"Action,Adventure,Action-Adventure,Arcade,Platformer,Metroidvania,2D Platformer,Side Scroller,2D,Pixel Graphics,1980s,1990's,Dark Fantasy,Dragons,Fantasy,Dark,Medieval,Indie,Singleplayer,Hack and Slash","Beholgar is a classically styled metroidvania action adventure. Explore caverns, ancient woods, and deadly castles; battle creatures and solve ancient mysteries at the kingdom."
7337,,,,,,,,,,,,0.9,2023-11-23,58.0,Very Positive,"2D Platformer,Action,Platformer,2D,Controller,Pixel Graphics,Fantasy,Futuristic,Casual,Singleplayer,Racing,Indie","6n23 is an action-platfomer-racing game. Rush fast as you can. Use your finger, find path. It has controls similar to a fighting game, allowing you to practice your control skills."
7338,,,,,,,,,,,,4.49,2020-12-12,184.0,Mostly Positive,"Action,Adventure,Casual,Simulation,Horror,Puzzle,Exploration,Hidden Object,Open World,Stealth,Survival,Survival Horror,Investigation,Immersive Sim,Runner,Anime,Cute,First-Person,Psychedelic,Realistic",Hanako | 花子さん is a Japanese survival horror adventure game.
7339,,,,,,,,,,,,3.99,2020-04-03,742.0,Very Positive,"Gore,Violent,Nudity,Sexual Content,Cartoony,2D Platformer,Female Protagonist,Cute,Platformer,Action,Anime,Adventure,Side Scroller,Indie,Mature,Difficult,2D,Controller,Metroidvania,Arcade","UnderParty is an Action Platformer game. This game is made up of a very high level of difficulty. It's very violent, so be careful."
7340,,,,,,,,,,,,2.18,2017-10-27,196.0,Mostly Positive,"RPG,Adventure,Action","Ancient Egypt, a land of majesty and intrigue, is disappearing in a ruthless fight for power. Unveil dark secrets and forgotten myths as you go back to the one founding moment: The Origins of the Assassin’s Brotherhood.



Upgrade your game experience with the Deluxe Pack. 



The Deluxe Pack  includes: 

- The Ambush at Sea mission.

- The Desert Cobra pack (Including 1 outfit, 2 legendary weapons, 1 legendary shield and 1 mount)

- 3 Ability points."
7341,,,,,,,,,,,,-1.0,2020-12-17,61.0,Very Positive,Action,"Get three new playable characters in Character Pack 3!



Enjoy even more ONE PIECE action with 3 characters from the Wano Country arc!"
7342,,,,,,,,,,,,2.49,2024-08-05,35.0,Mixed,"Action,Arcade,Runner,2D,Colorful,Cute,Pixel Graphics,Top-Down,Funny,Grid-Based Movement,Indie,Multiple Endings,Perma Death,Procedural Generation,Score Attack,Singleplayer,Difficult,Puzzle,Cartoony,Retro","Avoid becoming Muncher's next meal in this fast-paced adventure! Control your anger, this game is hard!"
7343,,,,,,,,,,,,6.99,2018-04-24,294.0,Very Positive,"Sports,Racing,Action,Indie,Snowboarding,Snow,Simulation,Multiplayer",The snowboard game is a realistic skill based snowboard game with natural physics set in multiple immersive mountain locations and snow parks.
7344,,,,,,,,,,,,3.99,2017-04-07,1048.0,Very Positive,"Zombies,Shoot 'Em Up,Side Scroller,Base Building,4 Player Local,Co-op,Shooter,Arcade,Character Customization,2D,Controller,Action,Cartoony,Adventure,Combat,Online Co-Op,Singleplayer,Indie,Violent,Werewolves","Shoot, slice and surf on zombies by yourself or with friends. Fight overwhelming amounts of zombies and other monsters summoned by an evil wizard (ooOooOOOo spooky) in an early 1900s London."
7345,,,,,,,,,,,,3.49,2023-12-05,775.0,Mixed,"Action Roguelike,Roguelite,Bullet Hell,Arena Shooter,Top-Down Shooter,Action RPG,Roguelike,Controller,2D,Casual,Arcade,Action,RPG,Co-op,Score Attack,Singleplayer,Multiplayer,Cartoony,Local Multiplayer,Indie","Become the bullet hell as a Capybara in this roguelite adventure! Brave the chaos solo or with up to 4 friends, forge your path through hordes of enemies, gather capy-powering weapons & skills and embrace your inner capybara in this action-packed bullet heaven frenzy!"
7346,,,,,,,,,,,,7.99,2019-10-16,1330.0,Very Positive,"Rhythm,Music-Based Procedural Generation,Procedural Generation,Twin Stick Shooter,Music,Indie,Top-Down Shooter,Bullet Hell,Arcade,Space,Shoot 'Em Up,Action,PvP,Shooter,2D,Relaxing,Casual,Colorful,Psychedelic,Co-op",Experience your music collection as never before with this intense music driven arcade shooter. Each of your songs will have its own unique ebb and flow based on the music.
7347,,,,,,,,,,,,9.99,2024-06-13,,,"Action,Gore,Violent",The Y8S2 Battle Pass has arrived. Get 100 tiers of rewards for all heroes! Available during Y8S2 only.
7348,,,,,,,,,,,,10.49,2022-07-28,200.0,Mixed,"Action,Adventure,Soundtrack,Side Scroller,JRPG,Metroidvania,Bullet Hell,Exploration,2D,Anime,Cute,Colorful,Pixel Graphics,Story Rich,Female Protagonist,Mystery,Controller,Tutorial,Singleplayer,Indie","「Koumajou Remilia: Scarlet Symphony」 is an action side-scroller based on the world-famous 「Touhou Project」. The legendary 2009 title comes back with modern upgrades including HD remastered graphics and a number of bonus content, ready to give fans more convenient and pleasant gameplay experience."
7349,,,,,,,,,,,,6.99,2018-11-08,20.0,Positive,"Sports,Action,Indie,Skateboarding,Platformer,Casual,Cartoony,Stylized,Character Customization,2.5D,2D,Epic,Singleplayer,Addictive,3D,Loot,Linear,Runner,Tutorial,3D Platformer",Arcade skateboarding meets fast-paced 2.5D platforming.  Blast epic combos in endless procedural skating and 40 handcrafted levels.  Over 2000 challenges and a billion clothing combinations.
7350,,,,,,,,,,,,5.32,2024-04-26,57.0,Very Positive,"Horror,Survival Horror,First-Person,Singleplayer,Atmospheric,Gore,Shooter,FPS,Psychological Horror,Action,Action-Adventure,Colorful,Combat,Cartoony,Robots,Story Rich,Linear,Thriller,Dark,Supernatural","Survival Horror in first person where you must manage your ammunition well, explore varied scenarios and face nightmarish beings, while investigating the macabre experiments with children, the result of a mind unhinged by madness and family loss."
7351,,,,,,,,,,,,0.9,2018-04-02,201.0,Very Positive,"Indie,Action,Casual,Psychological Horror,Sexual Content,Memes,Nudity","You play for Vladimir Vladimirovich Putin, and you need to save Syria from terrorists, for this you must fly and drop bombs on the terrorists."
7352,,,,,,,,,,,,2.99,2023-02-16,22.0,Mixed,"Sports,Action,VR,PvP,Multiplayer,Simulation,Tennis,Physics,Funny,3D,Early Access,Indie,Colorful,First-Person,Character Customization,Artificial Intelligence,Singleplayer","Power-Ups, Explosions, and Upgrades make PyroSlam the ultimate VR Table Tennis experience. Compete against players across the globe in ranked online multiplayer or battle a slew of unique AI bosses. Meticulously precise physics make every shot feel like the real deal."
